time,durable_step,current_step,furthest_step,steps_at_risk,train_loss,tokens_b,nodes_training,nodes_lost,replacements,below_full_world,degraded_band,goodput,ms_per_step,ms_per_step_typical,whole_group_restarts,usd,usd_per_1k,supervisor_up
1786368321134,13852,13860,13860,8,3.1313,6.812467,8,15,15,0,,0.0,3367,1767,0,72.2061,5.2097,1
1786368338955,13852,13870,13870,18,3.1281,6.817382,8,15,15,0,,0.0,1782,1767,0,72.2459,5.2088,1
1786368356478,13852,13880,13880,28,3.1381,6.822298,8,15,15,0,,0.0,1752,1767,0,72.2851,5.2079,1
1786368374024,13852,13890,13890,38,3.1513,6.827213,8,15,15,0,,0.0,1755,1782,0,72.3243,5.2069,1
1786368391509,13852,13900,13900,48,3.1839,6.832128,8,15,15,0,,0.0,1748,1794,0,72.3634,5.206,1
1786368424074,13903,13910,13910,7,3.1625,6.837043,8,15,15,0,,0.0,3257,1920,0,72.4362,5.2075,1
1786368443279,13903,13920,13920,17,3.1498,6.841958,8,15,15,0,,0.0,1920,1920,0,72.4791,5.2068,1
1786368460713,13903,13930,13930,27,3.1518,6.846874,8,15,15,0,,0.0,1743,1920,0,72.5181,5.2059,1
1786368478214,13903,13940,13940,37,3.1574,6.851789,8,15,15,0,,0.0,1750,1920,0,72.5572,5.205,1
1786368495690,13903,13950,13950,47,3.1329,6.856704,8,15,15,0,,0.0,1748,1920,0,72.5963,5.204,1
1786368524920,13903,13960,13960,57,3.1572,6.861619,8,15,15,0,,0.0,2923,2227,0,72.6617,5.205,1
1786368547194,13954,13970,13970,16,3.1435,6.866534,8,15,15,0,,0.0,2227,1920,0,72.7115,5.2048,1
1786368564680,13954,13980,13980,26,3.1308,6.87145,8,15,15,0,,0.0,1749,1920,0,72.7503,5.2039,1
1786368602710,13954,13960,13980,6,3.148,6.861619,6,15,15,1,13980,0.0,2394,1920,0,72.814,5.2159,1
1786368625203,13954,13970,13980,16,3.1468,6.866534,6,17,15,1,13980,0.0,2249,1920,0,72.8616,5.2156,1
1786368647695,13954,13980,13980,26,3.1584,6.87145,6,17,15,1,13980,0.0,2249,2227,0,72.9119,5.2154,1
1786368687047,13981,13990,13990,9,3.1889,6.876365,6,17,15,1,13990,0.0,3935,1920,0,72.9999,5.218,1
1786368710066,13981,14000,14000,19,3.1375,6.88128,6,17,15,1,14000,0.0,2302,1920,0,73.0514,5.218,1
1786368732739,13981,14010,14010,29,3.1564,6.886195,6,17,15,1,14010,0.0,2267,1920,0,73.102,5.2178,1
1786368755431,13981,14020,14020,39,3.1291,6.89111,6,17,15,1,14020,0.0,2269,1920,0,73.1528,5.2177,1
1786368797137,14021,14030,14030,9,3.1756,6.896026,6,17,15,1,14030,0.0,4171,2227,0,73.246,5.2207,1
1786368820213,14021,14040,14040,19,3.1678,6.900941,6,17,15,1,14040,0.0,2308,1920,0,73.2976,5.2206,1
1786368891319,14021,14030,14040,9,3.1571,6.896026,8,17,17,0,,0.0,2561,1790,0,73.4566,5.2357,1
1786368908909,14021,14040,14040,19,3.1372,6.900941,8,17,17,0,,0.0,1759,1790,0,73.4959,5.2347,1
1786368926444,14021,14050,14050,29,3.1284,6.905856,8,17,17,0,,0.0,1753,1790,0,73.5351,5.2338,1
1786368961576,14052,14060,14060,8,3.1574,6.910771,8,17,17,0,,0.0,3513,2227,0,73.6136,5.2357,1
1786368979323,14052,14070,14070,18,3.1354,6.915686,8,17,17,0,,0.0,1775,2205,0,73.6533,5.2348,1
1786368996891,14052,14080,14080,28,3.1436,6.920602,8,17,17,0,,0.0,1757,1790,0,73.6926,5.2338,1
1786369014486,14052,14090,14090,38,3.1515,6.925517,8,17,17,0,,0.0,1760,1790,0,73.7319,5.2329,1
1786369032030,14052,14100,14100,48,3.1326,6.930432,8,17,17,0,,0.0,1754,1775,0,73.7711,5.232,1
1786369100758,14100,14110,14110,10,3.1387,6.935347,8,17,17,0,,0.0,6873,1775,0,73.9248,5.2392,1
1786369118661,14100,14120,14120,20,3.1454,6.940262,8,17,17,0,,0.0,1790,1775,0,73.9648,5.2383,1
1786369136195,14100,14130,14130,30,3.1504,6.945178,8,17,17,0,,0.0,1753,1773,0,74.004,5.2374,1
1786369153777,14100,14140,14140,40,3.1555,6.950093,8,17,17,0,,0.0,1758,1771,0,74.0433,5.2364,1
1786369171364,14100,14150,14150,50,3.1115,6.955008,8,17,17,0,,0.0,1759,1771,0,74.0826,5.2355,1
1786369205370,14152,14160,14160,8,3.1105,6.959923,8,17,17,0,,0.0,3401,1771,0,74.1586,5.2372,1
1786369223081,14152,14170,14170,18,3.1185,6.964838,8,17,17,0,,0.0,1771,1771,0,74.1982,5.2363,1
1786369240645,14152,14180,14180,28,3.1326,6.969754,8,17,17,0,,0.0,1756,1770,0,74.2375,5.2354,1
1786369258125,14152,14190,14190,38,3.1488,6.974669,8,17,17,0,,0.0,1748,1766,0,74.2766,5.2344,1
1786369275648,14152,14200,14200,48,3.1248,6.979584,8,17,17,0,,0.0,1752,1766,0,74.3157,5.2335,1
1786369304609,14152,14210,14210,58,3.1454,6.984499,8,17,17,0,,0.0,2896,1770,0,74.3805,5.2344,1
1786369326663,14204,14220,14220,16,3.1507,6.989414,8,17,17,0,,0.0,2205,1770,0,74.4298,5.2342,1
1786369344229,14204,14230,14230,26,3.1347,6.99433,8,17,17,0,,0.0,1757,1770,0,74.4691,5.2332,1
1786369361925,14204,14240,14240,36,3.1626,6.999245,8,17,17,0,,0.0,1770,1770,0,74.5086,5.2323,1
1786369379461,14204,14250,14250,46,3.1907,7.00416,8,17,17,0,,0.0,1754,1770,0,74.5478,5.2314,1
1786369408635,14204,14260,14260,56,3.1501,7.009075,8,17,17,0,,0.0,2917,1771,0,74.613,5.2323,1
1786369430618,14256,14270,14270,14,3.1471,7.01399,8,17,17,0,,0.0,2198,1770,0,74.6622,5.2321,1
1786369448345,14256,14280,14280,24,3.1451,7.018906,8,17,17,0,,0.0,1773,1766,0,74.7018,5.2312,1
1786369465893,14256,14290,14290,34,3.1075,7.023821,8,17,17,0,,0.0,1755,1766,0,74.7411,5.2303,1
1786369483763,14256,14300,14300,44,3.153,7.028736,8,17,17,0,,0.0,1787,1766,0,74.781,5.2294,1
1786369512902,14256,14310,14310,54,3.1515,7.033651,8,17,17,0,,0.0,2914,1770,0,74.8461,5.2303,1
1786369535450,14308,14320,14320,12,3.1668,7.038566,8,17,17,0,,0.0,2255,1770,0,74.8965,5.2302,1
1786369553106,14308,14330,14330,22,3.1752,7.043482,8,17,17,0,,0.0,1766,1766,0,74.936,5.2293,1
1786369570625,14308,14340,14340,32,3.1159,7.048397,8,17,17,0,,0.0,1752,1766,0,74.9752,5.2284,1
1786369588146,14308,14350,14350,42,3.1163,7.053312,8,17,17,0,,0.0,1752,1766,0,75.0144,5.2275,1
1786369605941,14308,14360,14360,52,3.1581,7.058227,8,17,17,0,,0.0,1779,1770,0,75.0541,5.2266,1
1786369639766,14360,14370,14370,10,3.1409,7.063142,8,17,17,0,,0.0,3383,1770,0,75.1298,5.2282,1
1786369657515,14360,14380,14380,20,3.1599,7.068058,8,17,17,0,,0.0,1775,1766,0,75.1694,5.2274,1
1786369675050,14360,14390,14390,30,3.1249,7.072973,8,17,17,0,,0.0,1753,1770,0,75.2086,5.2265,1
1786369692595,14360,14400,14400,40,3.1457,7.077888,8,17,17,0,,0.0,1755,1766,0,75.2479,5.2255,1
1786369758861,14400,14410,14410,10,3.198,7.082803,8,17,17,0,,0.0,6627,1772,0,75.396,5.2322,1
1786369776477,14400,14420,14420,20,3.1615,7.087718,8,17,17,0,,0.0,1762,1772,0,75.4354,5.2313,1
1786369794063,14400,14430,14430,30,3.1491,7.092634,8,17,17,0,,0.0,1759,1766,0,75.4747,5.2304,1
1786369811681,14400,14440,14440,40,3.1317,7.097549,8,17,17,0,,0.0,1762,1762,0,75.5141,5.2295,1
1786369829234,14400,14450,14450,50,3.1485,7.102464,8,17,17,0,,0.0,1755,1762,0,75.5533,5.2286,1
1786369863162,14452,14460,14460,8,3.1488,7.107379,8,17,17,0,,0.0,3393,1762,0,75.6292,5.2302,1
1786369880878,14452,14470,14470,18,3.1276,7.112294,8,17,17,0,,0.0,1772,1762,0,75.6688,5.2294,1
1786369898403,14452,14480,14480,28,3.1333,7.11721,8,17,17,0,,0.0,1753,1762,0,75.708,5.2284,1
1786369915929,14452,14490,14490,38,3.1493,7.122125,8,17,17,0,,0.0,1753,1762,0,75.7471,5.2275,1
1786369933411,14452,14500,14500,48,3.1343,7.12704,8,17,17,0,,0.0,1748,1762,0,75.7862,5.2266,1
1786369963563,14504,14510,14510,6,3.1509,7.131955,8,17,17,0,,0.0,3015,1766,0,75.8536,5.2277,1
1786369985367,14504,14520,14520,16,3.136,7.13687,8,17,17,0,,0.0,2180,1766,0,75.9024,5.2274,1
1786370002866,14504,14530,14530,26,3.104,7.141786,8,17,17,0,,0.0,1750,1766,0,75.9415,5.2265,1
1786370020645,14504,14540,14540,36,3.1671,7.146701,8,17,17,0,,0.0,1778,1762,0,75.9812,5.2257,1
1786370038251,14504,14550,14550,46,3.1102,7.151616,8,17,17,0,,0.0,1761,1762,0,76.0206,5.2248,1
1786370067327,14504,14560,14560,56,3.1385,7.156531,8,17,17,0,,0.0,2908,1766,0,76.0856,5.2257,1
1786370089618,14555,14570,14570,15,3.1416,7.161446,8,17,17,0,,0.0,2229,1766,0,76.1354,5.2255,1
1786370107130,14555,14580,14580,25,3.1426,7.166362,8,17,17,0,,0.0,1751,1771,0,76.1746,5.2246,1
1786370124627,14555,14590,14590,35,3.1529,7.171277,8,17,17,0,,0.0,1750,1771,0,76.2137,5.2237,1
1786370142150,14555,14600,14600,45,3.1408,7.176192,8,17,17,0,,0.0,1752,1771,0,76.2529,5.2228,1
1786370171659,14555,14610,14610,55,3.164,7.181107,8,17,17,0,,0.0,2951,1772,0,76.3188,5.2237,1
1786370193779,14607,14620,14620,13,3.1631,7.186022,8,17,17,0,,0.0,2212,1772,0,76.3683,5.2235,1
1786370211727,14607,14630,14630,23,3.1462,7.190938,8,17,17,0,,0.0,1795,1771,0,76.4084,5.2227,1
1786370229292,14607,14640,14640,33,3.1342,7.195853,8,17,17,0,,0.0,1757,1771,0,76.4477,5.2218,1
1786370246952,14607,14650,14650,43,3.114,7.200768,8,17,17,0,,0.0,1766,1771,0,76.4872,5.221,1
1786370275317,14607,14660,14660,53,3.1507,7.205683,8,17,17,0,,0.0,2837,1778,0,76.5506,5.2217,1
1786370298006,14658,14670,14670,12,3.1757,7.210598,8,17,17,0,,0.0,2269,1778,0,76.6013,5.2216,1
1786370315825,14658,14680,14680,22,3.162,7.215514,8,17,17,0,,0.0,1782,1771,0,76.6411,5.2208,1
1786370333373,14658,14690,14690,32,3.1284,7.220429,8,17,17,0,,0.0,1755,1771,0,76.6804,5.2199,1
1786370350907,14658,14700,14700,42,3.128,7.225344,8,17,17,0,,0.0,1753,1767,0,76.7195,5.219,1
1786370418664,14700,14710,14710,10,3.1024,7.230259,8,17,17,0,,0.0,6776,1771,0,76.871,5.2258,1
1786370436627,14700,14720,14720,20,3.1336,7.235174,8,17,17,0,,0.0,1796,1771,0,76.9112,5.2249,1
1786370454336,14700,14730,14730,30,3.1339,7.24009,8,17,17,0,,0.0,1771,1767,0,76.9508,5.2241,1
1786370471922,14700,14740,14740,40,3.135,7.245005,8,17,17,0,,0.0,1759,1767,0,76.9901,5.2232,1
1786370489592,14700,14750,14750,50,3.1315,7.24992,8,17,17,0,,0.0,1767,1767,0,77.0296,5.2223,1
1786370522817,14751,14760,14760,9,3.1403,7.254835,8,17,17,0,,0.0,3323,1771,0,77.1039,5.2238,1
1786370540646,14751,14770,14770,19,3.1555,7.25975,8,17,17,0,,0.0,1783,1771,0,77.1437,5.223,1
1786370558194,14751,14780,14780,29,3.0907,7.264666,8,17,17,0,,0.0,1755,1771,0,77.183,5.2221,1
1786370575750,14751,14790,14790,39,3.1304,7.269581,8,17,17,0,,0.0,1756,1767,0,77.2222,5.2212,1
1786370593255,14751,14800,14800,49,3.1506,7.274496,8,17,17,0,,0.0,1750,1767,0,77.2613,5.2204,1
1786370626859,14803,14810,14810,7,3.14,7.279411,8,17,17,0,,0.0,3360,1771,0,77.3365,5.2219,1
1786370645112,14803,14820,14820,17,3.152,7.284326,8,17,17,0,,0.0,1825,1771,0,77.3773,5.2211,1
1786370662671,14803,14830,14830,27,3.1154,7.289242,8,17,17,0,,0.0,1756,1771,0,77.4165,5.2203,1
1786370680203,14803,14840,14840,37,3.1655,7.294157,8,17,17,0,,0.0,1753,1767,0,77.4557,5.2194,1
1786370697743,14803,14850,14850,47,3.1744,7.299072,8,17,17,0,,0.0,1754,1767,0,77.4949,5.2185,1
1786370726933,14803,14860,14860,57,3.1319,7.303987,8,17,17,0,,0.0,2919,1771,0,77.5602,5.2194,1
1786370749329,14855,14870,14870,15,3.1224,7.308902,8,17,17,0,,0.0,2240,1771,0,77.6102,5.2192,1
1786370766910,14855,14880,14880,25,3.1392,7.313818,8,17,17,0,,0.0,1758,1767,0,77.6495,5.2184,1
1786370784484,14855,14890,14890,35,3.13,7.318733,8,17,17,0,,0.0,1757,1764,0,77.6888,5.2175,1
1786370802006,14855,14900,14900,45,3.1651,7.323648,8,17,17,0,,0.0,1752,1764,0,77.728,5.2166,1
1786370830942,14855,14910,14910,55,3.1494,7.328563,8,17,17,0,,0.0,2894,1764,0,77.7927,5.2175,1
1786370853221,14907,14920,14920,13,3.1441,7.333478,8,17,17,0,,0.0,2228,1764,0,77.8425,5.2173,1
1786370871162,14907,14930,14930,23,3.1287,7.338394,8,17,17,0,,0.0,1794,1763,0,77.8826,5.2165,1
1786370888784,14907,14940,14940,33,3.155,7.343309,8,17,17,0,,0.0,1762,1763,0,77.922,5.2157,1
1786370906413,14907,14950,14950,43,3.1604,7.348224,8,17,17,0,,0.0,1763,1763,0,77.9614,5.2148,1
1786370935071,14907,14960,14960,53,3.1686,7.353139,8,17,17,0,,0.0,2866,1764,0,78.0255,5.2156,1
1786370957714,14958,14970,14970,12,3.125,7.358054,8,17,17,0,,0.0,2264,1764,0,78.0761,5.2155,1
1786370975530,14958,14980,14980,22,3.1325,7.36297,8,17,17,0,,0.0,1782,1763,0,78.1159,5.2147,1
1786370993172,14958,14990,14990,32,3.149,7.367885,8,17,17,0,,0.0,1764,1763,0,78.1554,5.2138,1
1786371010739,14958,15000,15000,42,3.1559,7.3728,8,17,17,0,,0.0,1757,1764,0,78.1946,5.213,1
1786371089382,15000,15010,15010,10,3.1385,7.377715,8,17,17,0,,0.0,7864,1774,0,78.3705,5.2212,1
1786371107265,15000,15020,15020,20,3.1186,7.38263,8,17,17,0,,0.0,1788,1774,0,78.4104,5.2204,1
1786371124811,15000,15030,15030,30,3.1134,7.387546,8,17,17,0,,0.0,1755,1764,0,78.4497,5.2195,1
1786371142419,15000,15040,15040,40,3.1094,7.392461,8,17,17,0,,0.0,1761,1764,0,78.489,5.2187,1
1786371160008,15000,15050,15050,50,3.1469,7.397376,8,17,17,0,,0.0,1759,1764,0,78.5283,5.2178,1
1786371193368,15051,15060,15060,9,3.1121,7.402291,8,17,17,0,,0.0,3336,1774,0,78.6029,5.2193,1
1786371211236,15051,15070,15070,19,3.1455,7.407206,8,17,17,0,,0.0,1787,1774,0,78.6429,5.2185,1
1786371228817,15051,15080,15080,29,3.1074,7.412122,8,17,17,0,,0.0,1758,1768,0,78.6822,5.2177,1
1786371246450,15051,15090,15090,39,3.1248,7.417037,8,17,17,0,,0.0,1763,1768,0,78.7216,5.2168,1
1786371264040,15051,15100,15100,49,3.1409,7.421952,8,17,17,0,,0.0,1759,1768,0,78.7609,5.216,1
1786371297186,15102,15110,15110,8,3.1324,7.426867,8,17,17,0,,0.0,3315,1774,0,78.835,5.2174,1
1786371315433,15102,15120,15120,18,3.1117,7.431782,8,17,17,0,,0.0,1825,1774,0,78.8758,5.2167,1
1786371333004,15102,15130,15130,28,3.1268,7.436698,8,17,17,0,,0.0,1757,1774,0,78.9151,5.2158,1
1786371350577,15102,15140,15140,38,3.1244,7.441613,8,17,17,0,,0.0,1757,1768,0,78.9544,5.215,1
1786371368316,15102,15150,15150,48,3.1118,7.446528,8,17,17,0,,0.0,1774,1768,0,78.994,5.2141,1
1786371397398,15102,15160,15160,58,3.1384,7.451443,8,17,17,0,,0.0,2908,1774,0,79.059,5.215,1
1786371420029,15154,15170,15170,16,3.1202,7.456358,8,17,17,0,,0.0,2263,1773,0,79.1096,5.2149,1
1786371437551,15154,15180,15180,26,3.1256,7.461274,8,17,17,0,,0.0,1752,1768,0,79.1488,5.214,1
1786371455100,15154,15190,15190,36,3.1345,7.466189,8,17,17,0,,0.0,1755,1768,0,79.188,5.2132,1
1786371472633,15154,15200,15200,46,3.162,7.471104,8,17,17,0,,0.0,1753,1768,0,79.2272,5.2123,1
1786371502245,15154,15210,15210,56,3.1277,7.476019,8,17,17,0,,0.0,2961,1773,0,79.2934,5.2132,1
1786371524302,15206,15220,15220,14,3.1445,7.480934,8,17,17,0,,0.0,2206,1772,0,79.3427,5.2131,1
1786371541981,15206,15230,15230,24,3.1257,7.48585,8,17,17,0,,0.0,1768,1768,0,79.3823,5.2122,1
1786371559719,15206,15240,15240,34,3.1166,7.490765,8,17,17,0,,0.0,1774,1768,0,79.4219,5.2114,1
1786371577306,15206,15250,15250,44,3.1427,7.49568,8,17,17,0,,0.0,1759,1768,0,79.4612,5.2106,1
1786371606115,15206,15260,15260,54,3.1409,7.500595,8,17,17,0,,0.0,2881,1772,0,79.5256,5.2114,1
1786371628205,15258,15270,15270,12,3.1214,7.50551,8,17,17,0,,0.0,2209,1772,0,79.575,5.2112,1
1786371646163,15258,15280,15280,22,3.179,7.510426,8,17,17,0,,0.0,1796,1768,0,79.6152,5.2104,1
1786371663696,15258,15290,15290,32,3.1297,7.515341,8,17,17,0,,0.0,1753,1768,0,79.6544,5.2096,1
1786371681272,15258,15300,15300,42,3.1313,7.520256,8,17,17,0,,0.0,1758,1768,0,79.6937,5.2087,1
1786371747488,15300,15310,15310,10,3.1301,7.525171,8,17,17,0,,0.0,6622,1768,0,79.8417,5.215,1
1786371765218,15300,15320,15320,20,3.1279,7.530086,8,17,17,0,,0.0,1773,1768,0,79.8813,5.2142,1
1786371782829,15300,15330,15330,30,3.131,7.535002,8,17,17,0,,0.0,1761,1767,0,79.9207,5.2134,1
1786371800466,15300,15340,15340,40,3.1338,7.539917,8,17,17,0,,0.0,1764,1767,0,79.9601,5.2125,1
1786371818134,15300,15350,15350,50,3.1259,7.544832,8,17,17,0,,0.0,1767,1767,0,79.9996,5.2117,1
1786371852126,15351,15360,15360,9,3.1363,7.549747,8,17,17,0,,0.0,3399,1768,0,80.0756,5.2133,1
1786371869846,15351,15370,15370,19,3.1182,7.554662,8,17,17,0,,0.0,1772,1768,0,80.1152,5.2124,1
1786371887418,15351,15380,15380,29,3.1505,7.559578,8,17,17,0,,0.0,1757,1768,0,80.1545,5.2116,1
1786371904940,15351,15390,15390,39,3.141,7.564493,8,17,17,0,,0.0,1752,1772,0,80.1937,5.2108,1
1786371922477,15351,15400,15400,49,3.1515,7.569408,8,17,17,0,,0.0,1754,1772,0,80.2329,5.2099,1
1786371956763,15402,15410,15410,8,3.1429,7.574323,8,17,17,0,,0.0,3429,1773,0,80.3095,5.2115,1
1786371974603,15402,15420,15420,18,3.1062,7.579238,8,17,17,0,,0.0,1784,1773,0,80.3494,5.2107,1
1786371992117,15402,15430,15430,28,3.1369,7.584154,8,17,17,0,,0.0,1751,1773,0,80.3886,5.2099,1
1786372009651,15402,15440,15440,38,3.1726,7.589069,8,17,17,0,,0.0,1753,1773,0,80.4278,5.2091,1
1786372027220,15402,15450,15450,48,3.1199,7.593984,8,17,17,0,,0.0,1757,1784,0,80.467,5.2082,1
1786372060020,15453,15460,15460,7,3.1306,7.598899,8,17,17,0,,0.0,3280,1867,0,80.5404,5.2096,1
1786372078694,15453,15470,15470,17,3.1238,7.603814,8,17,17,0,,0.0,1867,1784,0,80.5821,5.2089,1
1786372096280,15453,15480,15480,27,3.1537,7.60873,8,17,17,0,,0.0,1759,1784,0,80.6214,5.2081,1
1786372113856,15453,15490,15490,37,3.1273,7.613645,8,17,17,0,,0.0,1758,1867,0,80.6607,5.2073,1
1786372131490,15453,15500,15500,47,3.134,7.61856,8,17,17,0,,0.0,1763,1867,0,80.7001,5.2065,1
1786372160492,15453,15510,15510,57,3.1204,7.623475,8,17,17,0,,0.0,2900,1867,0,80.765,5.2073,1
1786372207958,15504,15510,15510,6,3.1384,7.623475,7,18,17,1,15510,0.0,2120,1784,0,80.864,5.2137,1
1786372227985,15504,15520,15520,16,3.1381,7.62839,7,18,17,1,15520,0.0,2003,1784,0,80.9087,5.2132,1
1786372248000,15504,15530,15530,26,3.1089,7.633306,7,18,17,1,15530,0.0,2002,1867,0,80.9535,5.2127,1
1786372282661,15534,15540,15540,6,3.162,7.638221,7,18,17,1,15540,0.0,3466,1867,0,81.031,5.2143,1
1786372305928,15534,15550,15550,16,3.1584,7.643136,7,18,17,1,15550,0.0,2327,1867,0,81.083,5.2143,1
1786372326126,15534,15560,15560,26,3.1327,7.648051,7,18,17,1,15560,0.0,2020,1791,0,81.1281,5.2139,1
1786372346346,15534,15570,15570,36,3.1501,7.652966,7,18,17,1,15570,0.0,2022,1791,0,81.1733,5.2134,1
1786372378693,15534,15580,15580,46,3.114,7.657882,7,18,17,1,15580,0.0,3235,1867,0,81.2456,5.2147,1
1786372405021,15579,15590,15590,11,3.1354,7.662797,7,18,17,1,15590,0.0,2633,2002,0,81.3045,5.2152,1
1786372460124,15579,15580,15590,1,3.1386,7.657882,8,18,18,0,,0.0,10637,2002,0,81.4277,5.2264,1
1786372477558,15579,15590,15590,11,3.1299,7.662797,8,18,18,0,,0.0,1743,1867,0,81.4667,5.2256,1
1786372494987,15579,15600,15600,21,3.1418,7.667712,8,18,18,0,,0.0,1743,1791,0,81.5056,5.2247,1
1786372562860,15600,15610,15610,10,3.1175,7.672627,8,18,18,0,,0.0,6787,2002,0,81.6574,5.2311,1
1786372580692,15600,15620,15620,20,3.1477,7.677542,8,18,18,0,,0.0,1783,2003,0,81.6972,5.2303,1
1786372598223,15600,15630,15630,30,3.1502,7.682458,8,18,18,0,,0.0,1753,2003,0,81.7364,5.2295,1
1786372615782,15600,15640,15640,40,3.1233,7.687373,8,18,18,0,,0.0,1756,2002,0,81.7757,5.2286,1
1786372633313,15600,15650,15650,50,3.1277,7.692288,8,18,18,0,,0.0,1753,1791,0,81.8149,5.2278,1
1786372669558,15652,15660,15660,8,3.1485,7.697203,8,18,18,0,,0.0,3624,1791,0,81.8959,5.2296,1
1786372687472,15652,15670,15670,18,3.1452,7.702118,8,18,18,0,,0.0,1791,1791,0,81.9359,5.2288,1
1786372705026,15652,15680,15680,28,3.1011,7.707034,8,18,18,0,,0.0,1755,1783,0,81.9752,5.228,1
1786372722538,15652,15690,15690,38,3.1585,7.711949,8,18,18,0,,0.0,1751,1764,0,82.0143,5.2272,1
1786372740023,15652,15700,15700,48,3.1113,7.716864,8,18,18,0,,0.0,1748,1761,0,82.0534,5.2263,1
1786372769282,15652,15710,15710,58,3.1363,7.721779,8,18,18,0,,0.0,2926,1761,0,82.1188,5.2272,1
1786372791378,15704,15720,15720,16,3.1571,7.726694,8,18,18,0,,0.0,2210,1761,0,82.1682,5.227,1
1786372808873,15704,15730,15730,26,3.1252,7.73161,8,18,18,0,,0.0,1750,1761,0,82.2073,5.2261,1
1786372826400,15704,15740,15740,36,3.1445,7.736525,8,18,18,0,,0.0,1753,1761,0,82.2465,5.2253,1
1786372843964,15704,15750,15750,46,3.1321,7.74144,8,18,18,0,,0.0,1756,1761,0,82.2858,5.2245,1
1786372873414,15704,15760,15760,56,3.1164,7.746355,8,18,18,0,,0.0,2945,1764,0,82.3516,5.2254,1
1786372895312,15756,15770,15770,14,3.157,7.75127,8,18,18,0,,0.0,2190,1764,0,82.4006,5.2251,1
1786372912925,15756,15780,15780,24,3.1054,7.756186,8,18,18,0,,0.0,1761,1761,0,82.4399,5.2243,1
1786372930442,15756,15790,15790,34,3.109,7.761101,8,18,18,0,,0.0,1752,1761,0,82.4791,5.2235,1
1786372947942,15756,15800,15800,44,3.1454,7.766016,8,18,18,0,,0.0,1750,1761,0,82.5182,5.2227,1
1786372976787,15756,15810,15810,54,3.1402,7.770931,8,18,18,0,,0.0,2884,1764,0,82.5827,5.2234,1
1786373000375,15808,15820,15820,12,3.1314,7.775846,8,18,18,0,,0.0,2359,1764,0,82.6354,5.2235,1
1786373018010,15808,15830,15830,22,3.1572,7.780762,8,18,18,0,,0.0,1764,1761,0,82.6749,5.2227,1
1786373035458,15808,15840,15840,32,3.1444,7.785677,8,18,18,0,,0.0,1745,1761,0,82.7139,5.2218,1
1786373052969,15808,15850,15850,42,3.1306,7.790592,8,18,18,0,,0.0,1751,1761,0,82.753,5.221,1
1786373081289,15808,15860,15860,52,3.129,7.795507,8,18,18,0,,0.0,2832,1764,0,82.8163,5.2217,1
1786373104414,15859,15870,15870,11,3.1207,7.800422,8,18,18,0,,0.0,2313,1764,0,82.868,5.2217,1
1786373122191,15859,15880,15880,21,3.1265,7.805338,8,18,18,0,,0.0,1778,1761,0,82.9078,5.2209,1
1786373140012,15859,15890,15890,31,3.1288,7.810253,8,18,18,0,,0.0,1782,1761,0,82.9476,5.2201,1
1786373157550,15859,15900,15900,41,3.1182,7.815168,8,18,18,0,,0.0,1754,1761,0,82.9868,5.2193,1
1786373223639,15900,15910,15910,10,3.142,7.820083,8,18,18,0,,0.0,6609,1764,0,83.1346,5.2253,1
1786373241532,15900,15920,15920,20,3.1539,7.824998,8,18,18,0,,0.0,1789,1764,0,83.1746,5.2245,1
1786373259133,15900,15930,15930,30,3.1207,7.829914,8,18,18,0,,0.0,1760,1764,0,83.2139,5.2237,1
1786373276740,15900,15940,15940,40,3.1118,7.834829,8,18,18,0,,0.0,1761,1764,0,83.2533,5.2229,1
1786373294259,15900,15950,15950,50,3.1396,7.839744,8,18,18,0,,0.0,1752,1764,0,83.2924,5.2221,1
1786373328317,15952,15960,15960,8,3.131,7.844659,8,18,18,0,,0.0,3406,1772,0,83.3686,5.2236,1
1786373346037,15952,15970,15970,18,3.0914,7.849574,8,18,18,0,,0.0,1772,1772,0,83.4082,5.2228,1
1786373363565,15952,15980,15980,28,3.13,7.85449,8,18,18,0,,0.0,1753,1770,0,83.4474,5.222,1
1786373381133,15952,15990,15990,38,3.1197,7.859405,8,18,18,0,,0.0,1757,1770,0,83.4867,5.2212,1
1786373398645,15952,16000,16000,48,3.1351,7.86432,8,18,18,0,,0.0,1751,1770,0,83.5258,5.2204,1
1786373428060,15952,16010,16010,58,3.1443,7.869235,8,18,18,0,,0.0,2941,1772,0,83.5916,5.2212,1
1786373450402,16004,16020,16020,16,3.1357,7.87415,8,18,18,0,,0.0,2234,1772,0,83.6415,5.2211,1
1786373468000,16004,16030,16030,26,3.1523,7.879066,8,18,18,0,,0.0,1760,1770,0,83.6808,5.2203,1
1786373485511,16004,16040,16040,36,3.1521,7.883981,8,18,18,0,,0.0,1751,1765,0,83.72,5.2195,1
1786373503105,16004,16050,16050,46,3.1424,7.888896,8,18,18,0,,0.0,1759,1763,0,83.7593,5.2186,1
1786373532250,16004,16060,16060,56,3.0859,7.893811,8,18,18,0,,0.0,2914,1765,0,83.8245,5.2195,1
1786373554380,16056,16070,16070,14,3.1273,7.898726,8,18,18,0,,0.0,2213,1765,0,83.874,5.2193,1
1786373572202,16056,16080,16080,24,3.0992,7.903642,8,18,18,0,,0.0,1782,1763,0,83.9138,5.2185,1
1786373589697,16056,16090,16090,34,3.1295,7.908557,8,18,18,0,,0.0,1750,1763,0,83.9529,5.2177,1
